latitude,longitude,class
33.22377540610965,23.716284107215223,1.0
19.57413002222088,19.46975276099632,1.0
22.90567509806471,6.674775811009437,1.0
4.139798163690017,8.913421083857143,1.0
14.483737703776628,11.79895247828951,1.0
16.36087641759425,11.569198374689622,1.0
0.3723106472002802,39.571316381410966,1.0
23.991078683480637,40.09767930896054,1.0
28.449051268100717,12.363058403195149,1.0
31.246287601452536,32.373016477713904,1.0
27.233460538565694,35.63759640571183,1.0
26.02666688634902,41.610291027954126,1.0
41.053101613498974,14.788892372287588,1.0
42.602428577676754,40.00327619748029,1.0
6.301142407361004,5.547744152276129,1.0
36.41095240549552,26.89909562654927,1.0
45.428336921859476,3.1242563986137837,1.0
0.6267990131824663,33.3874237385994,1.0
5.755363131040026,17.115001710903588,1.0
32.6710844254357,44.83777035646545,1.0
42.45493242098057,19.25513064404516,1.0
8.830312949458497,8.523491375911153,1.0
13.561754700503348,0.8759092202425156,1.0
28.82290404604942,41.5787131577728,1.0
29.986971804399854,24.112044261242954,1.0
36.211823057054026,16.186373947592614,1.0
8.442263106118897,43.285590372288006,1.0
10.410646818421515,22.78527938240844,1.0
34.804562281643605,17.26537503569196,1.0
33.90457854525647,17.017844966409072,1.0
7.269361320433642,31.539067153251832,1.0
40.8360783627007,3.4924043861136345,1.0
7.974927981879482,29.307114666405326,1.0
0.7393115240151626,18.1122370453342,1.0
1.799446939683208,30.032688184306405,1.0
38.058458517896746,49.484651283351894,1.0
20.392228718708882,3.770781691166203,1.0
18.08400787126554,19.809700464842944,1.0
5.467320405769549,23.295950922654384,1.0
31.859638370725296,30.6985124645028,1.0
36.111175334011975,43.58943942948182,1.0
3.174920027849537,42.668543284683004,1.0
48.25136318545905,48.22443007008339,1.0
22.879097676292055,38.35113858054928,1.0
3.554883739856857,13.527630697414283,1.0
38.481111835229484,30.509927425799265,1.0
11.568844340798401,20.99627671116976,1.0
37.54132190408792,41.10107265454566,1.0
5.952077683471551,47.42902507559433,1.0
16.21171084686551,33.53992865096196,1.0
12.887656007795666,31.75136099322665,1.0
43.4548915160356,31.40467945924771,1.0
20.796207096069992,49.16950578337953,1.0
41.20970943492467,19.221099766040556,1.0
16.316641143462707,38.026722573134315,1.0
8.698677171987402,49.6827754048629,1.0
26.110716946353318,36.98390878287284,1.0
2.5820187629412796,22.858946596607986,1.0
37.8876892733599,40.017762952663446,1.0
13.868461976469087,29.311034945663533,1.0
7.216051606453611,20.978508402100555,1.0
24.379820193693348,4.455419260095378,1.0
40.173014254737836,12.68427081580447,1.0
17.25574823004812,21.311723654475855,1.0
16.69895920838927,23.025786821247703,1.0
21.17511050133641,29.663722930680763,1.0
28.427728920941803,11.185584371363266,1.0
10.200812430120893,6.23829777196176,1.0
40.67218668588506,45.75352984144322,1.0
22.64205326245107,13.71556515076579,1.0
5.012892594484186,42.26939560213926,1.0
30.70852353706434,43.80653352554352,1.0
46.71027486493655,6.001046370072855,1.0
4.039722381578787,22.033089853064485,1.0
18.00965215724136,15.562483696422325,1.0
43.630395912559365,21.756942533299156,1.0
42.32933917317017,14.451342018420188,1.0
31.697521175745035,6.6308830916291415,1.0
44.45214415915918,6.046558288098053,1.0
11.895148367889746,19.937945999212804,1.0
12.397460820980122,41.973857276320544,1.0
34.315654914119925,48.90875892988078,1.0
14.241503246237897,36.142833078801914,1.0
10.59416785393278,30.374783724532133,1.0
15.302496150706219,13.511231080599595,1.0
3.4681170124729266,9.91303467228195,1.0
0.5514228217391337,10.85671726799644,1.0
36.30012676751141,12.402854750180236,1.0
10.063765636684236,36.58660626361423,1.0
3.7894542842686896,24.6229256458488,1.0
3.4846994500437987,33.77593891910601,1.0
7.589981303421261,13.576199266460353,1.0
35.25093897328671,42.90392401435197,1.0
32.01032685305953,16.62234916670781,1.0
36.79608421892153,42.69823360631967,1.0
47.49777998373907,44.944369027440494,1.0
45.604291300757524,6.6269985591780545,1.0
23.250105147443374,48.30204962528487,1.0
17.705332580590312,19.17399007611863,1.0
16.154029222018973,24.06508057158928,1.0
0.27699359121284295,30.018912106564144,1.0
0.5892421182511931,5.736139692847159,1.0
13.983216433222307,32.69188584046997,1.0
1.9213589022199051,26.099692453800234,1.0
49.5797206369813,35.4719048328747,1.0
9.085507511493434,34.62884288024364,1.0
45.46853946268478,7.83292309969032,1.0
20.00498938157532,14.225676520997105,1.0
37.2126529349975,13.710226419012889,1.0
37.80543495954461,14.41714876766374,1.0
32.82010384110631,36.067038863861164,1.0
16.56469112420547,34.05662029595546,1.0
30.30511182417211,0.6286588917349567,1.0
10.40452487835024,38.88621349093495,1.0
48.67288442121537,38.95701588447407,1.0
34.05688183600502,40.251928256718365,1.0
14.798792488088125,19.70625093939653,1.0
18.56129737950754,20.1165456925818,1.0
16.99942479214024,8.62457044112251,1.0
33.498493584316286,0.47714822230270904,1.0
28.172666360674235,4.583259528674671,1.0
24.650297530962433,12.87521737899105,1.0
44.503307580663574,7.412807585913351,1.0
22.3979149539838,40.81397219396671,1.0
28.427330465636107,13.404051898585829,1.0
17.70282790407724,30.936094895754756,1.0
2.107504807172705,25.954574963769485,1.0
30.22632429657316,34.79171636683028,1.0
32.502879669721395,5.167574637868033,1.0
18.53990330801708,2.674359405750187,1.0
11.997684485997057,20.104164557014638,1.0
4.489046300642663,17.79873259143353,1.0
36.9469278365913,2.629728444065904,1.0
43.859553863303184,9.487165718246404,1.0
37.12068988875269,44.189215298472924,1.0
29.262832306381252,32.29767333848218,1.0
16.109702236539334,13.857546702665296,1.0
23.70752707921214,46.039249550500635,1.0
48.474969464587126,13.430114189614434,1.0
2.9510996990307015,37.51845881909235,1.0
31.03752531762857,40.40345866503001,1.0
1.6341232091038993,6.690079714255015,1.0
22.3463462466426,37.78359888323154,1.0
39.91026653620907,10.859811864475205,1.0
32.86536452017182,17.224735431361392,1.0
3.15670916802247,48.63343708311291,1.0
2.7103797383414117,3.075732524532909,1.0
48.913188123292336,35.07883253508863,1.0
49.376362027131876,18.993450257549494,1.0
0.7179122288938355,11.298058952231171,1.0
17.73583988816439,43.483208290793755,1.0
30.093424203663137,12.544039365763604,1.0
16.783947527703702,11.780190494520504,1.0
27.896273776010432,12.566511633786709,1.0
33.487487305921945,8.712052975486124,1.0
41.96419351433844,13.83495178999804,1.0
2.4192405698685415,18.779741576956997,1.0
28.663393200921927,19.39586223713798,1.0
6.167227623773458,47.34321956157543,1.0
1.1009678030907633,29.34525060155802,1.0
19.900702338721782,14.91645199899807,1.0
31.9079382063529,36.21202454566706,1.0
40.003675417994636,12.316619376353211,1.0
19.410459875110213,40.040909050370374,1.0
18.36141169213591,34.517092593119656,1.0
10.360460315777564,13.221432187015726,1.0
10.912349171867863,7.212846488894231,1.0
33.38496331691355,20.563789019429045,1.0
38.690721416578725,41.95286462760377,1.0
49.190873700138624,49.93147324872931,1.0
45.939064904029934,49.894714977526526,1.0
19.640133392774693,20.803292654524324,1.0
41.961303373242394,15.395920217500658,1.0
3.016428052352882,12.607975844289337,1.0
23.879271288773978,44.909488128765,1.0
14.736454312860904,8.216534177062218,1.0
21.461774254605054,22.94451654455199,1.0
8.202576939362855,49.549723987995435,1.0
32.33326544429107,43.18448971354037,1.0
48.009847673458275,5.47339797624033,1.0
37.976575383928825,7.418916566091443,1.0
33.7024532719225,25.59111351762025,1.0
11.1137589914571,33.142605634742104,1.0
22.060650351940325,29.034604430873944,1.0
7.745146360707167,48.76207119746295,1.0
